Date,Cumulative Total Return (Net Dividends)
2016-01-20,29624.8086
2016-01-21,29780.1895
2016-01-22,30386.2695
2016-01-25,29909.7754
2016-01-26,30334.2559
2016-01-27,30005.6758
2016-01-28,30174.8027
2016-01-29,30924.9824
2016-02-01,30912.1777
2016-02-02,30331.7715
2016-02-03,30494.1328
2016-02-04,30547.0586
2016-02-05,29981.8418
2016-02-08,29558.9629
2016-02-09,29545.459
2016-02-10,29549.9746
2016-02-11,29190.8262
2016-02-12,29765.752
2016-02-16,30268.9707
2016-02-17,30772.5254
2016-02-18,30630.123
2016-02-19,30633.7695
2016-02-22,31078.0508
2016-02-23,30691.6641
2016-02-24,30829.9688
2016-02-25,31188.3965
2016-02-26,31133.4785
2016-02-29,30882.8203
2016-03-01,31622.8594
2016-03-02,31758.5352
2016-03-03,31873.3027
2016-03-04,31979.7539
2016-03-07,32010.2656
2016-03-08,31655.2637
2016-03-09,31821.1367
2016-03-10,31828.2188
2016-03-11,32360.6836
2016-03-14,32321.8516
2016-03-15,32262.8848
2016-03-16,32446.2812
2016-03-17,32661.2539
2016-03-18,32805.5859
2016-03-21,32838.1484
2016-03-22,32814.2422
2016-03-23,32604.1348
2016-03-24,32591.9062
2016-03-28,32609.9727
2016-03-29,32905.0156
2016-03-30,33052.1523
2016-03-31,32984.5586
2016-04-01,33194.3047
2016-04-04,33094.707
2016-04-05,32758.041
2016-04-06,33115.1992
2016-04-07,32718.6211
2016-04-08,32810.4727
2016-04-11,32720.3047
2016-04-12,33038.4492
2016-04-13,33376.1484
2016-04-14,33385.2852
2016-04-15,33352.3242
2016-04-18,33571.793
2016-04-19,33675.6523
2016-04-20,33703.3242
2016-04-21,33528.5703
2016-04-22,33530.3398
2016-04-25,33469.4141
2016-04-26,33532.2812
2016-04-27,33590.2227
2016-04-28,33281.5742
2016-04-29,33112.8984
2016-05-02,33372.5195
2016-05-03,33083.0039
2016-05-04,32893.0195
2016-05-05,32893.1133
2016-05-06,33001.8945
2016-05-09,33027.1758
2016-05-10,33441.418
2016-05-11,33138.1172
2016-05-12,33135.7773
2016-05-13,32856.5508
2016-05-16,33182.8281
2016-05-17,32879.8281
2016-05-18,32891.4961
2016-05-19,32769.5078
2016-05-20,32972.6328
2016-05-23,32904.7695
2016-05-24,33357.1758
2016-05-25,33592.4961
2016-05-26,33590.1797
2016-05-27,33740.6562
2016-05-31,33708.8594
2016-06-01,33752.9062
2016-06-02,33852.4414
2016-06-03,33754.0781
2016-06-06,33920.75
2016-06-07,33965.3398
2016-06-08,34085.0742
2016-06-09,34027.8398
2016-06-10,33715.1445
2016-06-13,33450.7734
2016-06-14,33392.7539
2016-06-15,33333.6641
2016-06-16,33443.8906
2016-06-17,33334.7812
2016-06-20,33529.2305
2016-06-21,33623.418
2016-06-22,33568.0234
2016-06-23,34018.3906
2016-06-24,32792.8633
2016-06-27,32197.6191
2016-06-28,32778.6367
2016-06-29,33342.8828
2016-06-30,33796.6055
2016-07-01,33868.8438
2016-07-05,33638.6797
2016-07-06,33831.1211
2016-07-07,33804.9648
2016-07-08,34322.2695
2016-07-11,34439.6016
2016-07-12,34681.8633
2016-07-13,34689.832
2016-07-14,34873.5312
2016-07-15,34841.043
2016-07-18,34925.7031
2016-07-19,34876.2852
2016-07-20,35030.0703
2016-07-21,34903.7422
2016-07-22,35063.3086
2016-07-25,34957.6094
2016-07-26,34970.0156
2016-07-27,34929.2305
2016-07-28,34988.5664
2016-07-29,35046.1914
2016-08-01,35001.6797
2016-08-02,34779.2539
2016-08-03,34899.2109
2016-08-04,34915.5
2016-08-05,35217.5352
2016-08-08,35188.8164
2016-08-09,35203.9336
2016-08-10,35115.8633
2016-08-11,35287.1836
2016-08-12,35260.8477
2016-08-15,35363.8711
2016-08-16,35175.832
2016-08-17,35250.5156
2016-08-18,35329.1523
2016-08-19,35283.0547
2016-08-22,35263.7578
2016-08-23,35333.7148
2016-08-24,35150.0234
2016-08-25,35102.5078
2016-08-26,35047.6797
2016-08-29,35236.2578
2016-08-30,35172.8711
2016-08-31,35095.6484
2016-09-01,35094.5859
2016-09-02,35244.2734
2016-09-06,35350.4297
2016-09-07,35353.7578
2016-09-08,35276.4531
2016-09-09,34409.4805
2016-09-12,34917.8359
2016-09-13,34409.1445
2016-09-14,34391.25
2016-09-15,34745.625
2016-09-16,34614.5
2016-09-19,34613.9844
2016-09-20,34624.7773
2016-09-21,35004.2188
2016-09-22,35232.9648
2016-09-23,35030.2656
2016-09-26,34731.6055
2016-09-27,34957.6875
2016-09-28,35151.1562
2016-09-29,34823.4219
2016-09-30,35101.8594
2016-10-03,34991.4922
2016-10-04,34820.8906
2016-10-05,34985.1836
2016-10-06,35003
2016-10-07,34889.9414
2016-10-10,35051.1016
2016-10-11,34613.8398
2016-10-12,34656.5078
2016-10-13,34550.0508
2016-10-14,34557.0469
2016-10-17,34452.6914
2016-10-18,34665.5469
2016-10-19,34746.8125
2016-10-20,34701.332
2016-10-21,34698.5703
2016-10-24,34864.0469
2016-10-25,34732.3672
2016-10-26,34672.2188
2016-10-27,34569.668
2016-10-28,34463.8281
2016-10-31,34459.7188
2016-11-01,34225.5352
2016-11-02,34005.9023
2016-11-03,33867.5039
2016-11-04,33811.7773
2016-11-07,34565.7422
2016-11-08,34713.5508
2016-11-09,35101.6094
2016-11-10,35173.6289
2016-11-11,35124.3164
2016-11-14,35125.332
2016-11-15,35397.125
2016-11-16,35350.8594
2016-11-17,35518.7344
2016-11-18,35439.3906
2016-11-21,35705.0742
2016-11-22,35784.2891
2016-11-23,35814.4688
2016-11-25,35955.7695
2016-11-28,35770.9141
2016-11-29,35827.2578
2016-11-30,35739.6797
2016-12-01,35615.0781
2016-12-02,35629.2578
2016-12-05,35840.8555
2016-12-06,35964.375
2016-12-07,36446.0938
2016-12-08,36528.7734
2016-12-09,36746.5898
2016-12-12,36706.6562
2016-12-13,36953.7461
2016-12-14,36655.0391
2016-12-15,36799.4023
2016-12-16,36735.8125
2016-12-19,36809.125
2016-12-20,36948.6953
2016-12-21,36858.9258
2016-12-22,36794.7734
2016-12-23,36842.4961
2016-12-27,36925.918
2016-12-28,36622.8281
2016-12-29,36613.8398
2016-12-30,36445.3438
2017-01-03,36756.3398
2017-01-04,36975.5703
2017-01-05,36947.4648
2017-01-06,37089.1562
2017-01-09,36957.3164
2017-01-10,36957.5664
2017-01-11,37065.9062
2017-01-12,36986.9727
2017-01-13,37055.5781
2017-01-17,36945.3164
2017-01-18,37016.7266
2017-01-19,36883.4688
2017-01-20,37008.9727
2017-01-23,36910.2539
2017-01-24,37153.2266
2017-01-25,37452.3828
2017-01-26,37425.4922
2017-01-27,37394.9922
2017-01-30,37171.4102
2017-01-31,37138.4727
2017-02-01,37157.9102
2017-02-02,37181.4648
2017-02-03,37455.6641
2017-02-06,37376.3789
2017-02-07,37386.5664
2017-02-08,37424.5625
2017-02-09,37647.3164
2017-02-10,37784.25
2017-02-13,37992.6133
2017-02-14,38156.1914
2017-02-15,38352.8125
2017-02-16,38323.4219
2017-02-17,38388.7383
2017-02-21,38621.5547
2017-02-22,38583.168
2017-02-23,38603.9375
2017-02-24,38670.9492
2017-02-27,38715.9375
2017-02-28,38617.0391
2017-03-01,39153.5273
2017-03-02,38926.6328
2017-03-03,38947.3984
2017-03-06,38820.2383
2017-03-07,38709.3945
2017-03-08,38632.0703
2017-03-09,38663.4492
2017-03-10,38790.9062
2017-03-13,38817.8203
2017-03-14,38688.1133
2017-03-15,39014.25
2017-03-16,38952.0664
2017-03-17,38900.9258
2017-03-20,38823.3047
2017-03-21,38343.8555
2017-03-22,38417.8398
2017-03-23,38377.4492
2017-03-24,38344.9766
2017-03-27,38305.7773
2017-03-28,38584.6719
2017-03-29,38634.4219
2017-03-30,38749.3711
2017-03-31,38661.8438
2017-04-03,38600.0781
2017-04-04,38628.0234
2017-04-05,38513.6289
2017-04-06,38599.5898
2017-04-07,38567.707
2017-04-10,38596.4727
2017-04-11,38546.5312
2017-04-12,38401.8086
2017-04-13,38139.5156
2017-04-17,38469.082
2017-04-18,38358.2227
2017-04-19,38297.5352
2017-04-20,38588.5742
2017-04-21,38471.1562
2017-04-24,38890.0273
2017-04-25,39127.5
2017-04-26,39108.9805
2017-04-27,39134.6367
2017-04-28,39059.9688
2017-05-01,39127.9414
2017-05-02,39174.5859
2017-05-03,39132.3828
2017-05-04,39157.4102
2017-05-05,39318.5234
2017-05-08,39323.9883
2017-05-09,39285.2734
2017-05-10,39344.957
2017-05-11,39272.2852
2017-05-12,39214.8594
2017-05-15,39407.4766
2017-05-16,39388.1562
2017-05-17,38682.0195
2017-05-18,38825.6758
2017-05-19,39090.1016
2017-05-22,39293.0195
2017-05-23,39366.3438
2017-05-24,39466.1172
2017-05-25,39647.3672
2017-05-26,39664.8633
2017-05-30,39623.1641
2017-05-31,39611.0312
2017-06-01,39916.4805
2017-06-02,40065.5
2017-06-05,40018.1289
2017-06-06,39906.7422
2017-06-07,39977.8438
2017-06-08,39989.5938
2017-06-09,39956.418
2017-06-12,39920.1211
2017-06-13,40111.0195
2017-06-14,40073.8438
2017-06-15,39991.2773
2017-06-16,40002.9375
2017-06-19,40337.8281
2017-06-20,40067.4375
2017-06-21,40047.5352
2017-06-22,40029.6914
2017-06-23,40092.3281
2017-06-26,40105.4727
2017-06-27,39780.9023
2017-06-28,40140.0664
2017-06-29,39795.3281
2017-06-30,39858.5078
2017-07-03,39954.4805
2017-07-05,40020.5859
2017-07-06,39659.1836
2017-07-07,39914.2656
2017-07-10,39951.3906
2017-07-11,39920.75
2017-07-12,40216.5391
2017-07-13,40293.0859
2017-07-14,40482.5547
2017-07-17,40481.7188
2017-07-18,40506.8633
2017-07-19,40728.7383
2017-07-20,40725.2461
2017-07-21,40710.2266
2017-07-24,40667.6719
2017-07-25,40786.8438
2017-07-26,40798.4414
2017-07-27,40762.957
2017-07-28,40709.6797
2017-07-31,40680.1406
2017-08-01,40780.168
2017-08-02,40808.1562
2017-08-03,40726.5312
2017-08-04,40804.3789
2017-08-07,40872.8945
2017-08-08,40778.9219
2017-08-09,40768.8711
2017-08-10,40191.9453
2017-08-11,40246.0117
2017-08-14,40653.4609
2017-08-15,40642.5
2017-08-16,40711.9492
2017-08-17,40083.7656
2017-08-18,40011
2017-08-21,40058.8594
2017-08-22,40459.4922
2017-08-23,40323.0391
2017-08-24,40240.0312
2017-08-25,40312.1133
2017-08-28,40333.457
2017-08-29,40373.2734
2017-08-30,40570.5664
2017-08-31,40804.9766
2017-09-01,40888.7422
2017-09-05,40579.2422
2017-09-06,40706.8047
2017-09-07,40708.8711
2017-09-08,40649.8398
2017-09-11,41092.1914
2017-09-12,41233.1094
2017-09-13,41265.0625
2017-09-14,41232.9883
2017-09-15,41314.6211
2017-09-18,41376.418
2017-09-19,41422.5664
2017-09-20,41448.9492
2017-09-21,41323.6719
2017-09-22,41351.4219
2017-09-25,41259.3125
2017-09-26,41265.5117
2017-09-27,41434.4961
2017-09-28,41493.2617
2017-09-29,41648.4258
2017-10-02,41810.3594
2017-10-03,41902.5898
2017-10-04,41957.7617
2017-10-05,42202.625
2017-10-06,42170.4727
2017-10-09,42094.1992
2017-10-10,42193.3047
2017-10-11,42270.3477
2017-10-12,42202.5547
2017-10-13,42240.3242
2017-10-16,42315.3359
2017-10-17,42343.8711
2017-10-18,42376.9844
2017-10-19,42394.4453
2017-10-20,42614.8711
2017-10-23,42446.168
2017-10-24,42516.0664
2017-10-25,42317.3438
2017-10-26,42371.2891
2017-10-27,42714.2617
2017-10-30,42580.8555
2017-10-31,42622.5703
2017-11-01,42690.6523
2017-11-02,42703.2812
2017-11-03,42840.1445
2017-11-06,42898.3203
2017-11-07,42890.3828
2017-11-08,42953.3594
2017-11-09,42801.7891
2017-11-10,42778.7383
2017-11-13,42821.7852
2017-11-14,42729.3594
2017-11-15,42502.4492
2017-11-16,42865.5391
2017-11-17,42754.2812
2017-11-20,42810.3555
2017-11-21,43091.7383
2017-11-22,43063.1719
2017-11-24,43153.8203
2017-11-27,43142
2017-11-28,43569.6367
2017-11-29,43559.2578
2017-11-30,43932.9297
2017-12-01,43845.5898
2017-12-04,43800.332
2017-12-05,43638.0742
2017-12-06,43634.2266
2017-12-07,43770.1055
2017-12-08,44016.1953
2017-12-11,44157.6719
2017-12-12,44227.8242
2017-12-13,44207.5586
2017-12-14,44034.6211
2017-12-15,44433.1758
2017-12-18,44673.8633
2017-12-19,44529.4766
2017-12-20,44498.4688
2017-12-21,44587.0312
2017-12-22,44566.8203
2017-12-26,44521.5742
2017-12-27,44557.8086
2017-12-28,44648.1562
2017-12-29,44419.0156
2018-01-02,44790.7148
2018-01-03,45077.9961
2018-01-04,45269.3477
2018-01-05,45588.4648
2018-01-08,45665.2031
2018-01-09,45738.5742
2018-01-10,45687.9102
2018-01-11,46013.5352
2018-01-12,46324.7852
2018-01-16,46162.0508
2018-01-17,46597.6055
2018-01-18,46526.2227
2018-01-19,46731.793
2018-01-22,47110.2617
2018-01-23,47214.8359
2018-01-24,47188.3398
2018-01-25,47216.9648
2018-01-26,47778.1836
2018-01-29,47457.6602
2018-01-30,46942.4688
2018-01-31,46966.9336
2018-02-01,46945.5312
2018-02-02,45950.7227
2018-02-05,44063.6797
2018-02-06,44838.6641
2018-02-07,44615.1758
2018-02-08,42943.1445
2018-02-09,43600.2617
2018-02-12,44209.8203
2018-02-13,44327.9844
2018-02-14,44936.1094
2018-02-15,45490.5781
2018-02-16,45511.7344
2018-02-20,45248.543
2018-02-21,45000.125
2018-02-22,45047.7773
2018-02-23,45774.3203
2018-02-26,46319.3242
2018-02-27,45735.9258
2018-02-28,45232.0586
2018-03-01,44635.0625
2018-03-02,44866.1055
2018-03-05,45362.4883
2018-03-06,45484.8164
2018-03-07,45465.9141
2018-03-08,45681.6836
2018-03-09,46478.4922
2018-03-12,46419.25
2018-03-13,46125.9492
2018-03-14,45874.0703
2018-03-15,45841.043
2018-03-16,45920.793
2018-03-19,45267.5273
2018-03-20,45335.1133
2018-03-21,45256.2695
2018-03-22,44116.6562
2018-03-23,43190.0664
2018-03-26,44365.707
2018-03-27,43597.6016
2018-03-28,43477.6094
2018-03-29,44079.7578
2018-04-02,43093.2617
2018-04-03,43640
2018-04-04,44149.0391
2018-04-05,44459.1758
2018-04-06,43483.2578
2018-04-09,43641.6562
2018-04-10,44374.6953
2018-04-11,44130.8906
2018-04-12,44501.0977
2018-04-13,44373.3555
2018-04-16,44735.1289
2018-04-17,45213.1445
2018-04-18,45250.8164
2018-04-19,44996.7578
2018-04-20,44613.8867
2018-04-23,44616.3984
2018-04-24,44019.2109
2018-04-25,44100.2656
2018-04-26,44561.457
2018-04-27,44613.8594
2018-04-30,44249.2188
2018-05-01,44362.4805
2018-05-02,44042.0898
2018-05-03,43947.4492
2018-05-04,44519.6289
2018-05-07,44674.793
2018-05-08,44663.3672
2018-05-09,45101.9648
2018-05-10,45535.9141
2018-05-11,45629.7656
2018-05-14,45672.1289
2018-05-15,45361.1562
2018-05-16,45558.2617
2018-05-17,45532.4141
2018-05-18,45415.9102
2018-05-21,45753.5586
2018-05-22,45610.5273
2018-05-23,45760.3828
2018-05-24,45669.2422
2018-05-25,45566.7422
2018-05-29,45040.5859
2018-05-30,45621.6914
2018-05-31,45317.0312
2018-06-01,45814.0977
2018-06-04,46020.8047
2018-06-05,46056.1055
2018-06-06,46452.9219
2018-06-07,46427.9531
2018-06-08,46575.2695
2018-06-11,46625.3203
2018-06-12,46708.8438
2018-06-13,46522.2344
2018-06-14,46651.6953
2018-06-15,46608.918
2018-06-18,46510.4922
2018-06-19,46324.6484
2018-06-20,46404.1797
2018-06-21,46113.582
2018-06-22,46200.9297
2018-06-25,45565.4609
2018-06-26,45666.1328
2018-06-27,45272.3477
2018-06-28,45558.7617
2018-06-29,45596.2383
2018-07-02,45738.4961
2018-07-03,45511.7539
2018-07-05,45916.0273
2018-07-06,46309.582
2018-07-09,46732.5508
2018-07-10,46896.2266
2018-07-11,46562.8516
2018-07-12,46975.7852
2018-07-13,47026.6914
2018-07-16,46980.4648
2018-07-17,47168.2734
2018-07-18,47270.3984
2018-07-19,47088.0234
2018-07-20,47045.2852
2018-07-23,47131.9414
2018-07-24,47360.1016
2018-07-25,47792.5117
2018-07-26,47647.2891
2018-07-27,47334.0742
2018-07-30,47064.9648
2018-07-31,47296.8438
2018-08-01,47247.5352
2018-08-02,47485.8164
2018-08-03,47713.1406
2018-08-06,47886.9648
2018-08-07,48022.8711
2018-08-08,48011.6367
2018-08-09,47954.7422
2018-08-10,47627.2891
2018-08-13,47436.9492
2018-08-14,47744.8945
2018-08-15,47389.8359
2018-08-16,47780.2656
2018-08-17,47943.2773
2018-08-20,48061.707
2018-08-21,48163.1523
2018-08-22,48145.207
2018-08-23,48066.625
2018-08-24,48365.7539
2018-08-27,48743.1133
2018-08-28,48756.5508
2018-08-29,49039.3242
2018-08-30,48829.6289
2018-08-31,48841.1836
2018-09-04,48764.6836
2018-09-05,48628.0898
2018-09-06,48464.4688
2018-09-07,48360.9766
2018-09-10,48452.9492
2018-09-11,48637.707
2018-09-12,48655.6836
2018-09-13,48926.0469
2018-09-14,48946.9883
2018-09-17,48674.5234
2018-09-18,48937.9531
2018-09-19,48999.5664
2018-09-20,49386.7188
2018-09-21,49369.5703
2018-09-24,49195.6484
2018-09-25,49134.8633
2018-09-26,48972.918
2018-09-27,49117.6523
2018-09-28,49119.3828
2018-10-01,49298.9258
2018-10-02,49281.0703
2018-10-03,49316.207
2018-10-04,48924.0898
2018-10-05,48653.8242
2018-10-08,48634.5625
2018-10-09,48579.6484
2018-10-10,46980.25
2018-10-11,46011.875
2018-10-12,46671.9141
2018-10-15,46396.8008
2018-10-16,47397.582
2018-10-17,47387.457
2018-10-18,46708.5
2018-10-19,46692.9141
2018-10-22,46492.9062
2018-10-23,46238.4492
2018-10-24,44808.2383
2018-10-25,45644.6562
2018-10-26,44852.1406
2018-10-29,44557.8594
2018-10-30,45261.4336
2018-10-31,45755.1289
2018-11-01,46240.5312
2018-11-02,45951.9961
2018-11-05,46211.0664
2018-11-06,46504.6797
2018-11-07,47493.5781
2018-11-08,47399.1719
2018-11-09,46970.3711
2018-11-12,46043.0156
2018-11-13,45976.1523
2018-11-14,45639.5
2018-11-15,46138.8867
2018-11-16,46245.1484
2018-11-19,45475.1602
2018-11-20,44651.3047
2018-11-21,44791.2188
2018-11-23,44499.3008
2018-11-26,45197.3711
2018-11-27,45345.5234
2018-11-28,46392.5664
2018-11-29,46301.5664
2018-11-30,46689.4453
2018-12-03,47201.4414
2018-12-04,45673.1562
2018-12-06,45618.0156
2018-12-07,44559.0469
2018-12-10,44638.0859
2018-12-11,44624.3945
2018-12-12,44867.2891
2018-12-13,44865.3008
2018-12-14,44012.4023
2018-12-17,43098.5273
2018-12-18,43104.7188
2018-12-19,42443.6523
2018-12-20,41773.6094
2018-12-21,40911.5039
2018-12-24,39802.6289
2018-12-26,41782.3008
2018-12-27,42143.6328
2018-12-28,42098.0703
2018-12-31,42462.5469
2019-01-02,42516.6289
2019-01-03,41472.5352
2019-01-04,42899.957
2019-01-07,43201.5625
2019-01-08,43622.3281
2019-01-09,43815.4141
2019-01-10,44013.918
2019-01-11,44007.5781
2019-01-14,43780.5898
2019-01-15,44252.0469
2019-01-16,44351.7383
2019-01-17,44693.5898
2019-01-18,45285.3281
2019-01-22,44644.5625
2019-01-23,44743.1875
2019-01-24,44806.2695
2019-01-25,45189.043
2019-01-28,44833.668
2019-01-29,44768.8672
2019-01-30,45471.6367
2019-01-31,45873.2695
2019-02-01,45920.7188
2019-02-04,46233.4062
2019-02-05,46451.9492
2019-02-06,46352.8594
2019-02-07,45924.9141
2019-02-08,45971.3477
2019-02-11,46004.4883
2019-02-12,46602.0664
2019-02-13,46747.1016
2019-02-14,46639.2344
2019-02-15,47151.1992
2019-02-19,47225.4844
2019-02-20,47318.8398
2019-02-21,47155.6797
2019-02-22,47460.0703
2019-02-25,47525.3281
2019-02-26,47488.2305
2019-02-27,47469.6289
2019-02-28,47349.3789
2019-03-01,47679.1445
2019-03-04,47494.9219
2019-03-05,47442.5742
2019-03-06,47134.668
2019-03-07,46760.8164
2019-03-08,46665.3906
2019-03-11,47351.832
2019-03-12,47494.0703
2019-03-13,47828.2227
2019-03-14,47802.7539
2019-03-15,48043.5273
2019-03-18,48222.4375
2019-03-19,48217.2305
2019-03-20,48077.1602
2019-03-21,48602.6133
2019-03-22,47682.1523
2019-03-25,47645.6875
2019-03-26,47988.7383
2019-03-27,47765.9766
2019-03-28,47945.3984
2019-03-29,48271.0977
2019-04-01,48831.0312
2019-04-02,48833.8281
2019-04-03,48938.957
2019-04-04,49052.3789
2019-04-05,49280.6562
2019-04-08,49333.3555
2019-04-09,49048.4062
2019-04-10,49223.4531
2019-04-11,49225.9688
2019-04-12,49556.8633
2019-04-15,49526.75
2019-04-16,49552.0273
2019-04-17,49444.0391
2019-04-18,49523.4805
2019-04-22,49575.0312
2019-04-23,50016.7344
2019-04-24,49906.9531
2019-04-25,49888.5039
2019-04-26,50124.2266
2019-04-29,50180.4375
2019-04-30,50229.6094
2019-05-01,49852.4727
2019-05-02,49748.4531
2019-05-03,50233.8281
2019-05-06,50012.9453
2019-05-07,49185.8555
2019-05-08,49108.1133
2019-05-09,48976.6289
2019-05-10,49176.0312
2019-05-13,47988.9141
2019-05-14,48379.8867
2019-05-15,48672.5781
2019-05-16,49120.6875
2019-05-17,48838.2773
2019-05-20,48508.7891
2019-05-21,48923.0352
2019-05-22,48785.4766
2019-05-23,48208.1797
2019-05-24,48280.7148
2019-05-28,47875.9375
2019-05-29,47545.6484
2019-05-30,47652.0039
2019-05-31,47031.2188
2019-06-03,46901.3438
2019-06-04,47911.0977
2019-06-05,48308.8867
2019-06-06,48619.1328
2019-06-07,49135.2383
2019-06-10,49364.8711
2019-06-11,49350.125
2019-06-12,49250.293
2019-06-13,49467.1992
2019-06-14,49393.9805
2019-06-17,49440.457
2019-06-18,49923.0117
2019-06-19,50072.5117
2019-06-20,50552.4297
2019-06-21,50491.7695
2019-06-24,50404.1445
2019-06-25,49924.543
2019-06-26,49862.8125
2019-06-27,50061.375
2019-06-28,50352.5586
2019-07-01,50739.9961
2019-07-02,50890.8281
2019-07-03,51294.3359
2019-07-05,51206.9961
2019-07-08,50959.6875
2019-07-09,51037.7461
2019-07-10,51268.9141
2019-07-11,51386.5195
2019-07-12,51629.3203
2019-07-15,51638.418
2019-07-16,51463.8633
2019-07-17,51127.8516
2019-07-18,51316.6133
2019-07-19,51001.1484
2019-07-22,51146.918
2019-07-23,51498.7227
2019-07-24,51742.7891
2019-07-25,51470.1758
2019-07-26,51851.8477
2019-07-29,51768.1016
2019-07-30,51639.4531
2019-07-31,51077.6992
2019-08-01,50622.25
2019-08-02,50257.4609
2019-08-05,48760.3242
2019-08-06,49400.0742
2019-08-07,49439.4023
2019-08-08,50381.5781
2019-08-09,50055.6016
2019-08-12,49464.4922
2019-08-13,50197.9883
2019-08-14,48739.1172
2019-08-15,48868.8242
2019-08-16,49583.3516
2019-08-19,50187.6445
2019-08-20,49793.3359
2019-08-21,50206.875
2019-08-22,50182.7344
2019-08-23,48878.4648
2019-08-26,49422.4453
2019-08-27,49264.168
2019-08-28,49589.0781
2019-08-29,50227.9336
2019-08-30,50267.043
2019-09-03,49923.0195
2019-09-04,50469.6094
2019-09-05,51139.3281
2019-09-06,51187.9102
2019-09-09,51187.1523
2019-09-10,51205.4688
2019-09-11,51579
2019-09-12,51735.7109
2019-09-13,51712.5312
2019-09-16,51551.6484
2019-09-17,51685.2305
2019-09-18,51703.2188
2019-09-19,51707.3242
2019-09-20,51456.1875
2019-09-23,51451.1914
2019-09-24,51021.2148
2019-09-25,51336.0508
2019-09-26,51214.2422
2019-09-27,50948.7383
2019-09-30,51209.1328
2019-10-01,50582.3906
2019-10-02,49675.0117
2019-10-03,50084.1641
2019-10-04,50797.8906
2019-10-07,50570.125
2019-10-08,49782.9219
2019-10-09,50252.8047
2019-10-10,50576.9102
2019-10-11,51136.0977
2019-10-14,51065.0312
2019-10-15,51574.4922
2019-10-16,51474.6016
2019-10-17,51621.0742
2019-10-18,51419.6875
2019-10-21,51775.2891
2019-10-22,51591.8086
2019-10-23,51740.8203
2019-10-24,51840.6367
2019-10-25,52053.0117
2019-10-28,52344.0977
2019-10-29,52301.0547
2019-10-30,52475.9062
2019-10-31,52320.3516
2019-11-01,52831.4727
2019-11-04,53028.2617
2019-11-05,52965.5938
2019-11-06,53006.7344
2019-11-07,53176.4805
2019-11-08,53322.6211
2019-11-11,53217.7812
2019-11-12,53303.9727
2019-11-13,53343.9258
2019-11-14,53402.1875
2019-11-15,53823.4023
2019-11-18,53851.3984
2019-11-19,53822.6914
2019-11-20,53630.6719
2019-11-21,53548.9219
2019-11-22,53666.25
2019-11-25,54076.2852
2019-11-26,54196.6758
2019-11-27,54429.9062
2019-11-29,54223.2031
2019-12-02,53756.1641
2019-12-03,53400.4492
2019-12-04,53744.4688
2019-12-05,53840.0625
2019-12-06,54335.4102
2019-12-09,54167.7383
2019-12-10,54110.0781
2019-12-11,54268.3125
2019-12-12,54742.2578
2019-12-13,54755.7656
2019-12-16,55149.4375
2019-12-17,55168.3477
2019-12-18,55149.1211
2019-12-19,55397.4297
2019-12-20,55674.7305
2019-12-23,55723.0391
2019-12-24,55715.8555
2019-12-26,56005.3203
2019-12-27,56008.0664
2019-12-30,55690.9531
2019-12-31,55858.8359
2020-01-02,56334.6719
2020-01-03,55942.1562
2020-01-06,56140.3438
2020-01-07,55985.5898
2020-01-08,56262.4844
2020-01-09,56652.4492
2020-01-10,56490.543
2020-01-13,56885.4844
2020-01-14,56804.6328
2020-01-15,56912.1133
2020-01-16,57391.2305
2020-01-17,57614.4609
2020-01-21,57462.4844
2020-01-22,57481.2578
2020-01-23,57551.0742
2020-01-24,57031.3594
2020-01-27,56132.6445
2020-01-28,56699.0938
2020-01-29,56651.1484
2020-01-30,56837.6562
2020-01-31,55834.25
2020-02-03,56240.75
2020-02-04,57084.957
2020-02-05,57729.4805
2020-02-06,57931.5195
2020-02-07,57629.5195
2020-02-10,58061.1836
2020-02-11,58161.7266
2020-02-12,58540.125
2020-02-13,58463.3086
2020-02-14,58580.832
2020-02-18,58413.1484
2020-02-19,58698.5078
2020-02-20,58476.9688
2020-02-21,57862.9258
2020-02-24,55927.625
2020-02-25,54232.2539
2020-02-26,54027.3281
2020-02-27,51647.6406
2020-02-28,51229.6641
2020-03-02,53594.0742
2020-03-03,52086.6094
2020-03-04,54291.8477
2020-03-05,52457.9805
2020-03-06,51563.3008
2020-03-09,47643.7695
2020-03-10,50003.5352
2020-03-11,47558.4883
2020-03-12,43035.0703
2020-03-13,47055.5
2020-03-16,41406.3164
2020-03-17,43896.1289
2020-03-18,41616.0352
2020-03-19,41815.543
2020-03-20,40005.0703
2020-03-23,38830.3516
2020-03-24,42486.8516
2020-03-25,42978.2617
2020-03-26,45668.9922
2020-03-27,44127.2539
2020-03-30,45616.9883
2020-03-31,44889.5
2020-04-01,42903.8047
2020-04-02,43892.7656
2020-04-03,43232.7852
2020-04-06,46280.9102
2020-04-07,46207.1523
2020-04-08,47795.5312
2020-04-09,48495.5898
2020-04-13,48005.5586
2020-04-14,49482.168
2020-04-15,48392.9453
2020-04-16,48675.3008
2020-04-17,49984.1562
2020-04-20,49088.6719
2020-04-21,47581.0039
2020-04-22,48675.707
2020-04-23,48653.543
2020-04-24,49333.1914
2020-04-27,50061.4023
2020-04-28,49798.793
2020-04-29,51127.0625
2020-04-30,50656.8789
2020-05-01,49238.3203
2020-05-04,49448.2617
2020-05-05,49896.207
2020-05-06,49551.1133
2020-05-07,50139.9648
2020-05-08,50997.207
